text,label
Brandy is going to a dog hotel for a couple of days,0
"When bad dreams come true, got me feeling like Crapulet ",1
"Knowing you can help someone , but you can't even help yourself   ",1
This time last year I was getting ready to jet off to Abu Dhabi ????,0
"Personally, I do not have the ""energy"" to celebrate Christmas -___-  ",1
I really don't know what I'm going to do about Christmas.,0
"Im  home . Feeling very low, and unwanted especially by my own family.Feeling very  !!",1
"You know, late night tv is thematic. Farmer's Only ads mixed in with some Asian chick in a Football jersey talking about Viagra. ",0
too soon for drinks. Ice cream and a movie  read bad reviews but will the lead get another oscar???,0
When i just keep hating my life due the others that put an extreme pressure on me...    ,1
It's been 1 year since my husband and I flew to NYC for Christmas ????????,0
This has been a long night...,0
This night was supposed to be fun but its really not...,1
Sudden feeling of darkness.... Show me the light Ray I'm feeling pretty hopeless,1
"For 2016 - Up my  game,  move out of  (since London is too expensive), beat  and maybe settle down with someone :)",0
"My brain caught a bug, Or maybe it was my heart, Darkness gives a fucj    ",1
"""And when I'm laying in my bed, I think about life and I think about death...neither one...appeals to me. ""  ",0
Wake me up in March.,1
that u can't get a dr's note to excuse u from work b/c of your . So u go 2 work anyway & fake it.,0
It creeps up on you    ,1
If  is an issue for you tonight then call the Samaritans (116 123) or Breathing Space (0800 83 85 87),0
Is it weird that my  and   turns bad when it comes to  ?,1
"8 years ago I was at rock bottom, crippled by . Since then I've come a long way & I'm sure 2016 will continue the upward trend!",0
Im like lost without waterfowl hunting or bowfishing.,1
"I woke up and said ""I should get a cat.""  ",0
"Just a thought, have I become afraid of things, safety in routine, what I know? ?  ",1
"For all of those who suffer from   and find NYE difficult, I know we can get through it together.",0
surrounded by winter and constantly aware of it (,1
", , and  can be scary. Call 314-645-1567 to turn those monsters into smaller obstacles!  ",0
is in the news a lot for treating  and other conditions; but what is it? Contact us to learn more!  pic.twitter.com/gbkOpobFY3,0
I can't believe the amount of junk food and how long it's lasted in my kitchen 'sabitch,0
We want to help you with your . Give our office a call to learn how  may be the treatment you've been waiting for!,0
feeling so alone and misunderstood.,1
And just like that Texas Christmas Reunion is over  ??,0
"Nobody understands, I don't even understand most of the time..... ",1
RT StayYoungMedia Cure your  without the harmful side effects of   pic.twitter.com/QZzAgrOZbb,0
RT findrealhealth Using  to manage  or ? Learn the side effects   pic.twitter.com/nGJndXHvlm,0
It's not always the tears that measure the pain. Sometimes it's the smile we fake.,0
The worst kind of pain is keeping yourself laughing to avoid the tears from falling.   ,0
is in the news a lot for treating  and other conditions; but what is it? Contact us to learn more! ,0
":) I hate this emo and this feeling ""fake smile"" ",1
"Another -like drug that may hold out some hope for rapid treatment of  is lanicemine (Sanacora G, Mol Psychiatry. 2014)",0
"Possible 2016 treatment breakthrough for  and suicidal thinking using ketamine & similar drugs? (Rajkumar R, Pharmacol Res, 2015)",0
We offer  Therapy to our patients to treat  and other conditions. Contact us today to learn more.  pic.twitter.com/7AO84RAPNY,0
"RT keithllbllm Happy New Year- try to have more Worth Living moments of hope, health &  happiness.   pic.twitter.com/rez61PZZVj",0
why doesnt she like meeeeeeeeeee,0
is in the news a lot for treating  and other conditions; but what is it? Contact us to learn more!  ,0
"You can take steps at home to help your day to day , but we are also here to help. Contact us today.  pic.twitter.com/HFmoqiu7sU",0
Depression and man flu good end to the year,1
Just you wait and see the girl you once called fat will be the girl you wish you could have   pic.twitter.com/fCdBFrEys7,1
I can still fucking hear you bitch.,0
"Mom talks about suicides and ""how people are selfish and we should NOT go to their funerals"" and shuts my door.  ",0
"May the new year abound in Hs: Health, Hope, Healing, Happiness And H-coils!     ",0
I'm welcoming  after my first full calendar year since overcoming . This year I go all the way to realms uncharted.,0
Shout out to everyone with  preparing to put their mask on & pretend to be happy for .  Icy bubble all over,1
Spare a thought tonight for all those suffering from  - it's not easy when you feel down and everyone around you is celebrating.,1
RT if you ever beat or battle with,0
"If you are living with , , don't fall for the so-called ""cure"" peddlers here on Twitter. Seek professional medical help.",0
Already losing my mind. 6 weeks of this shit of no work or working out left.,0
RT AnotherAznTart I shared this last year but it still makes me giggle so I'll share it again. ?   ,0
Its only 3 oclock in the afternoon and its dark and raining  Like mad! I hate this so much!,0
"I find it hard today to be grateful for 2015. I had hoped for more progress in my recovery. So, i let you go 2015.  ",1
"I'm now casting for potential  for my ""Learning to swim"" photography project about .  pic.twitter.com/rnJp6UX2eV",0
Broken As I take this shattered glass And run it down my skin I hope for you the best In your devilish sin,1
"Dark place last year, I don't want to ever go back to that!   ",1
No surprised so many with  &  struggle so much when the only help you get is take drugs and if they don't work take more,1
: don't let other's emotions corrupt your mind; beacause that paves the path to,0
ok but real talk for a moment .... the thing with having depression from for so long from such a young age is that it's-,0
"To ppl tweeting ""The leading cause of depression is reality.""  How pithy. What know you of ? Show some empathy. Just stop it.",0
I want to leave Depression in 2015! I'm bored of it now. I'm dragging my black dog out for another run,1
"another wee message - for those of us that feel a relapse over the holidays, you're not alone. I'm right there with you  ",0
"If this is your response to someone saying they're dealing with , you're a terrible person.  ",0
Just realised I haven't cleaned my teeth in days,0
I have depression ? pff.....no.... . . . . . maybe...,0
And so we arrive at the eve of the worst month of the year.  .  Any tips on making January more bearable?,1
" is serious, so let's treat it seriously. Don't just brush it off, tell someone, and if some one tells you, don't over react.",0
"Very apt as I'm currently sat in the pharmacy, waiting for my latest batch of drugs!    ",1
Happy new year - thank you for moving against  with us! ,0
"New Years Eve,The day I always dread.???? ",0
Sometimes it's songs in the dark in the smallest world possible that make all the difference.,0
You must get up from right where you are. Do that and your battles are 70% over. let's talk,0
can depression stop lack of promotion at work??,1
Depression reality: Trapped inside my skin and trying to tear myself out but no-one knows I'm trapped or sees my struggle.,1
Have you withdrawn from those in your camp or others around you? You could be in a depressed state of mind.,0
"Depression.....SUCKS!!! I would NEVER wish this on anyone, it just.....sucks. Tired of it controlling my life, I really am?????????? ",1
What I feel like when I realize that there's no more Walking Dead until February 14th    ,0
"Here it is, 1:20am, and I'm wide awake. I thought  was supposed to know my ass out? Instead my mind is racing.  ",1
I hate when the person you have a crush on has a girlfriend/boyfriend,0
Loading my pipe and smoking this depression away,1
Just got some very unpleasant news about my uncle...I am so happy that Marijuana exists.,0
"Deeper and deeper, the river flows downstream degrading even the strongest minerals.    ??",0
"""Depression, a strange yet comforting company.    ",1
Honestly I wouldn't I get why im the last choice for everything ??   ,1
: 1 in 4  businesses are forced out of business because of the ongoing Economic,0
"Being so fucking composed all the time is getting tiring, I need to have a mental breakdown at some point   ",1
It's a  when your neighbor loses his job; it's a  when you lose yours.,0
That moment when your depression kicks in even more....,1
"Up at 4am, angsty about not able to exercise (injury), desperate to run away on adventure .. Fucking, fuck; Black Dog's hunting ",1
For all those out there suffering with  and or  this is for you ,0
Sometimes the most difficult thing for a person is facing themselves.,1
Rt if you're a depression or Ed acc.  Follow everyone who RT's this!  I will too! Ready? GO!,0
A whopping 9% of adults in America are depressed. Another 3.4% are deeply depressed. Let's Talk!,0
Ever feel like just not eating...or drinking anything?,1
"It's hard not to be part of the 22, remain strong and get HELP   ",1
"What's worse,  I don't want her knowing my whereabouts.   I'm tired of the , the  & not being able to live life.",1
You don't have to be sad because of depression! Get help. Get clear!,0
"I hate this feeling, but I brought it on myself   I hope that those I have hurt won't give up on me ??",1
"And if the Black Dog comes for me again this new year, perhaps this time I will have a brighter lantern to face the night. ",1
I've never dream to love him,0
"RT WeedFeed ""Physicians have Recommended  for the Treatment of  Since 1621 -    pic.twitter.com/LboHmD9dj9""",0
"""Worrying does not empty tomorrow of its troubles, it empties today of its strength.""    ",0
"""Anxiety is like a tornado, the most violent, horrific, and destructive atmospheric phenomenon""  ",0
I really wish I would have more time to draw blog  about . I'm sure they'd be helpful to many...,0
Holiday  and  is common. Design your own holiday celebration. ,0
Laughter is vital medicine if you suffer  or . Have a giggle on me :)  ,1
talked about suicidal ideation with a friend last night.she confessed to having a plan of jumping off a bridge.I had no idea.,1
ur best is plenty good enough 4 anyone or anything that is meant 4U??Don't let ppl nor circumstances kill you??,0
RT talkspace  costs companies $52 billion/year in absenteeism & reduced productivity; results in 400 million lost work days/year,0
2016 was the best year so far   ,0
So over new years think I'm just going to sleep into the new year.  ,0
I miss her so much ???© ,0
If my life is goin to continue bein this boring then am definitely not ready for 2017 ,1
I get to spend New Year's home again alone and lonely. ??? ,1
World is crumbling around me but hey...2017 is nearly here...that should fix everything!! Haha yeah right :/  ,0
"don't know why i was   yesterday (yes i do) but today im usual happy, but fatigued. :)",0
Happy New Year Got so much to do over next few months it's overpowering. Guess I'll start 2017  and try to work towards happy...,0
I really feel lk crying right now   ,1
no new years looks tonight girlies i am ,0
"Sigh ??? another year coming to a close. For the first time in a while, I want to be alone.  (1/2)",1
??it will be ok ??    pic.twitter.com/di7n1sDxAS,0
properly n also i am super  i jus wanna deactivate again,0
Honestly I could use someone to talk to....,1
Anyone got kik? I need someone to talk too   ,1
Can't sleep..got so much on my mind ,1
I spent hundreds of dollars on makeup online to cover my ugly face ;-;   ,1
Sometimes  starts from being  or . For support and advice call 0808 808 2234. rb  pic.twitter.com/ie8cGAUNMv,0
Not only have I posted a blog post daily for 2 months I've also filmed and uploaded a daily vlog whilst being severely  ,1
"Wish I was one of those girls that has a dad that would do anything for them, not a jerk of a sperm donor ",1
We were going to bdubs today but not anymore  cacacaca,0
stage of my  when everything loosing meaning but i dont think i am ,1
I've literally been in the bed all day. ,1
Having holiday for the first time in 4/5 years â¦ and i hate it.   ,0
Forgot my cheese cake at work ,1
I have to pick up all the pieces of my heart & dignity! All over again .. by myself .. that's so pathetic & humiliating .. ????¤§ ,1
The only bad thing about reading:  finishing a great book/series and getting sad that the story is over. ,0
Made my day. Thankyou very much!! ... ,0
Mystery solved. No wonder I'm a   ??????­ pic.twitter.com/axTpaQ3h0t,0
One thing that always makes me sad is when I think about my life too much. The key is to keep myself distracted!  ,1
I can be so emotional... Way too emotional! ,1
??you are significant ??    pic.twitter.com/28QHqxYkc9,0
Let's window-shop for pretty NYE dresses even though we know we'll be bedridden that night. Doesn't that sound fun??  ,0
When you repress your emotions so much it takes days to figure out you're not just being tired and lazy ,0
How is it that a  and  person can plan better for life than the people who wanna live?!,0
Visited with my ex tonight. Not good.  ,1
?????????????????????  Until the Game is officially over. I assume a Loss... Why?? Bylsma and Lehner. ????????????????????? ,0
"With two nurses in the family, dinner conversations consists of sad stories, bodily fluids and everything in between  ",0
Can't for one moment think why I've never had a girlfriend. ???    pic.twitter.com/GkMrIhR6LI,1
Just got back home to Orlando ...or should I say just got back to my place of living Bc this doesn't feel like home.  ???©,0
if I could I would feel nothing that's the truth and I don't care. the world is cold and life's not fair.   ,1
Saving up to buy a house so I guess I should stop going to the movies more than once to see my new favorite Disney movies ,0
I saw a wiener dog last night and I didn't pet it :( ,0
Damn braids snatched out my edges ???©???©?? ,0
There's only 2 things people can do for me. 1 help me become happy 2 explain to CID why my death wasn't prevented.  ,0
What a pain in the ass day. ,0
"Omfgoodness! I have gained soooooooooo much weight, it is on like donkey Kong! ",1
Halloweentown was my fave Halloween movie.   :'),0
"life is too hard, and you don't have a clue to it. guess what, doing nothing can also kill yourself. ",0
Just want to stay in bed all day... ,1
Deeply saddened about Carrie Fisher and Debbie Reynolds passing. My heart goes to their family and friends.  ,0
If youre  youre living in the past. If youre  youre living in the future.  If youre at  youre living in the present,0
When monty and I read a list of all the great people we lost this year   ,0
??your feelings are important ??    pic.twitter.com/POSQSHqCna,0
I shouldnt let it bother me but it does. I hate nights like this when my thoughts wont leave me in peace.  ,1
lexis so beautiful it makes me ,0
I don't know why these whole things are happening to me. I feel so  and . I don't know what to say to my parents too. ,1
why am i so ?â¦.oh thatâs right Iâm writing .,0
Maybe I won't see 2017. I don't know.   ,1
Having a day where I hate myself for not perusing art stuff harder & being too sad to do anything about that.  ,1
I am the blue ball.     pic.twitter.com/Cy0nFtBk1I,1
The team looked so uninspired after 20-30 mins day. You'd think the HT team talk would have helped. Guess again.  ,0
my vibe is being  and  in my local Texas Roadhouse,0
"A year ago we was 38,000ft up in the air, en route to Australia via Dubai.....  pic.twitter.com/FAFcKWtNJ3",0
"If Russia, Saudia or Iran wants to use an extra man to die for them in any battlefield anywhere in the world would happily join, ",1
wen u post '' one time  pic.twitter.com/L8up5r4D7v,0
"I hate it when my brother thinks, it would be funny to make jokes about me ???¤????  af ",0
"tl;dr looks a lot of (foreign) family overseas as well, since it might be more like ",0
West side story was literally the worst movie I have ever seen... Why do people like it??? ,0
"I thought this was supposed to be a happy time of year, but honestly this is always the most depressing time of the year. ",0
You let me drown in my own tears which held everything I hated and regretted. I once loved you. How could you? ,0
i missed lunch bc i was doing an evaluation and it's wing wednesday ,0
This time last year me and Ronan were in Prague ???«???« ,0
"Reading tweets about someone's death makes me think I'll die someday, maybe soon, who knows... ",1
 â listening to Ae Dil Hai Mushkil Title Track,0
Please can all the famous people take NOTE we have 3 days left of 2016. I'm done don't wanna c another they'll be missed message ,0
"People come and go, but life is simply about seeing who cares enough to stay. ",0
??it will be alright ??    pic.twitter.com/9yAw9Ze9BT,0
these gachas on both deresute and enstars. ,0
They say it's not my fault but I feel like it is. ???¥???¢???° ,0
Being sun deprived in an office for 9 hours a day is keeping me from my old blonde days ,0
   i want to flashback and skip 2016,0
I'm falling apart and no one cares   pic.twitter.com/2APJu6tKV0,1
"Oh dear, we are a bad lot, we specialise in making bang average teams look like superstars ",0
Carrie Fischer also known as Princess Leia passed away. ?? ,0
"I always love my family, I always love you as my sister, but not anymore. You are not the same.   ",0
" oh dear, that ending was depressing! Nothing says Merry Christmas like a murder, plot twist+suicide ?? ",0
I can tell by the end of the night I'm gonna cut my arm  ,1
No! No! No!!!    pic.twitter.com/vpoZSMSbXL,0
It's only 7:20pm and I'm off my tits on alcohol   ,1
"Drunk and singing along to bmth, asking alexandria and of mice and men, rip my parents eardrums  ",0
More terrible news Dammit! I'm about to punch 2016 in the dick!! ,0
I literally can't even with the news about Carrie Fisher!   ,0
what a long ass weekend!!!   ,0
"Im getting drunk on mont blanc ,watching big bang theory and eating cake.  ",0
Is it bad I'm thinking bout saying fucc work and Gettin Drunk aGain ,1
Found out something today apparently im a bad person???? ,1
"I would never kill myself, but I don't think I would do anything to stop death from coming ",1
Why doesn't Christmas last longer ???© ,0
No Sawamura dose since last week. ,0
When they end your favourite tv show with the main character dying....   ,0
"How do you put your heart and souls into something for 5+ years, and get treated like you don't exist there? ",1
Fresh wounds are best means of relief from inner stress...   ,0
Wounds and scars look beautiful on my body ...   ,1
I dreamt my barber was sick on haircut day bro.. i lost weight in my sleep ???­???­   pic.twitter.com/Utaiw8JShW,0
??you are respectable ??    pic.twitter.com/NiQXmIwMda,0
Really feel like shouting and throw things. I'm just so vexed.  ,1
Only the insecure withhold praise of another's achievements     ,1
"I'm always uncomfortable, especially now that I've picked up so much weight.  I'm the heaviest I've ever been in my life.  .",1
I'm trying not to be  enough to start posting song lyrics. Can I just sleep until 2017?,0
"""Me Before You"" has me crying my eyes out right now ",0
10pm laying in bed eating a chocolate SANTA ???...   is over,0
Is it me or  people write better ?,0
January & February often worse for people who are . Seek help.,0
I just wanna lay up with bae rn ,0
NOOOO! One of my car speakers just blew out ??????«???­???¶ ,0
"If you're so  that you had a dream you died and then you were annoyed when you woke up, clap your hands! ????½????½????½",0
When you gotta hold your charger a certain way for your phone to charge feeling  lol,0
What a blah day!   pic.twitter.com/sQaReKF3Ly,0
Talking about my sexuality like its a wildfire. ,1
We got a whole 364 before Christmas ,0
.  I really don't want to interact with anyone in person  today.,1
Biggest regret till now -  Ageing beyond teens!  ,1
"When your entire dance company that you haven't seen in years is getting together, but you're the only one not going ",0
I really just can't live life accepting the fact that Chris Pratt is married to someone else ,0
Yesterday I lost 500 days worth of streaks with 5 different people ,0
I'm trying really hard to find a reason to be positive about today and keep coming up empty   pic.twitter.com/4j8PkbxzMg,0
"? Today eat healthy food, remember your accomplishments, get some exercise, hang w/ good people & don't be hard on yourself.",0
Possibly the worst 90 min commentary I've sat through. The only consolation is not having a 225 mile drive home.  ,0
When your family emotional blackmail you to do something against your will.     ,0
Need to get out of this godforsaken place  ,1
I feel like I'm waiting for something that isn't going happen.    pic.twitter.com/duO3xqIPNE,1
one sec ur  and the other ur ,1
"how they seemed to be trying to get people who ask me to block them, but I'm guessing it would be more like ",0
??you are supported ??    pic.twitter.com/4YrE8XNRtQ,0
  another great talent lost to us. songs stay with us forever. Odd but last Christmas playing everywhere this yr.,0
When your scares get re opened an its like pooring salt in them. I hate this feeling. All the pain im in again ,1
everything is coming back to me all of a sudden. This ... is not a good feeling at all   ,1
"Had to listen to someone tell me how wonderful his Christmas was, dinner, games, etc. Then he asked about mine. ",1
!!   2016 officially the worst year in history!!! ,0
"Over the past 2 days I've drank 27 bottles of beer, 2 pints of cider and half a bottle of prosecco.  ",1
Only the insecure withhold praise of another's achievements     ,0
Does anyone else feel really weird at night time on christmas day? Like it's over after all that fuss n it's just GONE ??? ,0
Ive no one to talk to at this hour.  ,1
Just found out I am only 4 days younger than Shane Meadows - thank god I've achieved as much as he has!  ,0
I'm ready to jus turn my phone off ????,0
I love Christmas but this year it just isn't the same... I can't figure out what it is either... ,0
I use this social media outlet to bitch. It's my bitching platform. I'm quiet on everything else. It's not like anyone cares. ,0
Making  might help lift more  people out of the dumps than common antidepressant medications do,0
I don't know why but I'm suddenly very  ????,1
"Gutted ,my slipped disk decided to come back last night,led in bed on Christmas Day while my family having fun downstairs  ",1
I dont usually feel much...but when i do...it sucks so much   ,1
Back to the same stage where I was once in the month of May-June!   I wish I could delete year 2016 forever!,1
Christmas Day meltdown. An hour of arguing in the street while trying to walk to lunch at her parents. ,0
For all the years I took the lynx box sets for granted and this year I didn't get one ???¢??? ,0
??your views are valid??    pic.twitter.com/u2CjqKMTlx,0
Family when one is missing holidays dont feel right.   ,0
I wish I wasn't so emotionally all over the place. I feel bad 4 people who have 2 deal with me. I'm such a fuck up... ???£  ,1
User of  unable to think clearly or retain that was learned & will probably be quite . He may suffer periods of .,0
I hate that I can't get everyone in my family a gift but I'm on a fixed income ???¢   ,0
When all you want to do is spend Christmas w. Your husband & mommy but none of that is possible so I'll drink for the next 2 days ,0
I can't even turn up for the holidays  ,0
I've had 18 beers today and I'm going to have more. It's gonna be a long day  ,1
I know Christmas isn't about gifts but honestly I got my sister a tablet and she got me a ring light for my phone ???¤???£   #,0
): it's not xmas eve w/o you boo @_BTSophie ,0
In the gym trying to clear my mind. ,0
Talk about a roller coaster season. ,0
I'm on my 14th or 15th beer now. God I'm so alone please let me die. â?¹??«  ,1
For those feeling   or  during this festive period feel free to reach out. Here to listen ????»,0
I thought nothing bad happened on Christmas Eve!!!!   ,0
Really thinking about killing myself now   ,1
Realized that not ever having children has made me .,1
Completely sick ??¤ On my way to the hospital instead of a Christmas party ???§  ,0
"I know I sound like ,  hot mess. But I just don't know I am related to such mean .",1
Moto x play showed software update but only security update(66mb) ...no  .. ,0
Aw man im outta pizza rolls ,0
??it will be ok??    pic.twitter.com/6zCi1PJhdB,0
i am so sorry this happiness came about rather unexpectedly ill try to keep my 11:11 tweets more  from now on,0
I had no idea a peanut butter milk shake was an option ,0
Bruno Mars' 24K but instead of  it's  ,0
Then come Jan 1 . Like u can just stop depression kmt  pic.twitter.com/ejRYNYHN6s,0
I dont know how many beers I've had and I dont know how many more im going to have all I know is im getting drunk  ,1
Going through the clothes I brought home and realize I left my one great pair of jeans in Wilm ,0
"How can someone be happy at xmas, when you can't be with the ones you love?   ",1
just ripped my favorite pair of pajama pants.   ,0
Still can't fit any of my jeans. ,0
Why do work keep giving me alcohol!!! ???«???«   pic.twitter.com/rIydwINNkn,0
slowly your heart peeled off itself...  ,0
"If u r , u r living n the past. If u r anxious, u r living n the future. If u r @ peace, u r living n the present-Lao Tzu ",0
"yeah, external power structures, and there for, ultimately, about 500L, but I'm guessing it would be more like ",0
"Love you all tonight. If the holiday makes u feel  or lonely & u need someone to talk to, tweet me. I'll open my inbox for you. <3",0
It just hit me that Ms lopez isn't gonna be my teacher anymore ???­???­ ,0
??you are loved ??    pic.twitter.com/iV1owHaj1Q,0
"When I was a little boy, I never dreamed I'd end up like this.  .",1
"It is 4:30 AM, crying baby since 1 and my missus is tucked up in bed with earplugs. Not her problem...   ",0
I think my habit of reading  with morning  is the root cause of the  feeling throughout the day! specially in 2016,1
You know things are bad when your emotions slide because WordPress blocks one of your blog posts.  ,0
very depressed rn... just got done crying my eyes out again:/ but feeling very masculine rn...    pic.twitter.com/nLb1sEozuU,1
Finished gossip girl. Feeling   & ,0
LOVE ordering expensive gifts and receiving something NOT AT ALL like the discription or the color presented :-( ,0
It's time like this that the lord is testing me and I just want give up. Just kill me now!   ,1
First Christmas in YEARS that I have to work.  it just doesn't feel the same.,0
I cant wait to disappear and get forgotten.??? ,1
I'm  the same way the Jews were depressed right before they LEFT  !!!,1
When your idol Julius is murdered by senators... ,0
Woke up feeling  AF. Okay. Guess that's how today is gonna be.,1
  How come I see no value in my own life...?  It feels like I was born this way; seeing no self values.,1
My sister is having an emotional breakdown about aging and death. Something she didn't take me seriously about a few months ago ,1
"People bring you down. Love fails from time to time. You get lost, then can't find your way.   ",0
How would you feel if your parents were to argue each and every single day?  ,1
??you are valid??     pic.twitter.com/YlAjyOLfaU,0
One step forward multiple steps back. Still no idea what I can do about it. ,1
Applied to 5 universities already. Now I need my Fasfa and scholarship letters ,1
A UK loss to Louisville makes my heart hurt.  ,0
"When you text your mom ""there's something wrong with me"" and she don't answer :) ",0
"People change for 2 reasons: 1-They have learned a lot, or they have been hurt too many times  ",0
"I'd never actually watched the whole of Ugly Betty,so I watched it all & now I'm depressed,I need an ending! ???­  ",0
Before you diagnose yourself as  make sure your not surrounded by assholes - William Gibson,0
Relative of a neighbor of mine died in accident while shopping for and on his little girl's birthday...Really?   ????????,0
My best friend died 10 years ago on this day in a car crash. Y after 10 years is it still killing me. Literally torn up Need HELP ,1
I feel bad no money for gifts for anyone I pay my bills money is gone   ,0
Being extremely  over my other half agreeing to divorce instead of coming to peace then someone asks if I'm okay....  pic.twitter.com/fgpQKQwhYw,1
i ran out of hot chocolate and now i'm never going to get out of bed  :(,0
I'm stuck in a situation ! Wanna get rid of this but ways are closed ! Trapped !     ,0
"Everyone writing ""1 more day"" and I'm on right up until Christmas Eve â?¹ï¸ ",0
Still haven't get a chance to watch Sing. :< .,0
ok im running out of steam because god im feeling so  this morning,1
Thank god the last presentation is over! â tomorrow is our last day at uni this year. We really need a few days off.  ,1
??you are beautiful ??    pic.twitter.com/btElQogRXD,0
You are sitting in solitude alone & smoking ............ I know you are sad &  ........but DONT SMOKE BABY  pic.twitter.com/auCoNMXY0m,0
"Depression is like, you don't want to do anything. Or you want to do something, but you don't want to do it (at the same time). ",0
I'm like 80% with college bull shit ,0
Have u ever felt so  u feel like u have to throw up 24/7 ????,1
I have 2 cuts on my lips and I can't eat spicy food b/c it burns  :'/,0
Is you're  you might have a problem with someone close to you.,0
I feel so   and a tad  but I'm afraid to call a friend :(,1
Missing San Francisco bit my sister is helping a bit to make me forget about it. ,0
Hard to believe right now BUT there's a World waiting for your contribution-JesusChristWillHelpYouAccomplishYourDream-Ask  ,0
"Sad day here in Cometland, school is closed for a few weeks  ",0
11 more  til I can stop feeling  I hate ,0
Everyday I can't wait to sleep ,1
YouHaveToStudyWorkHardajajkskanakaoanakaa aaaaand BOOMSHAKALAKAAAA ????   but ,0
I miss you so much!! I can't wait for you to be back home!! ,0
"Maybe I should hang myself with the Christmas lights, there's a nice image for you. Tis the season after all.   ",0
"Why am i so  today,  everywhere!",1
"This day ended poorly. i ended up calling Sally a ""royal pain in the ass"" which I don't seem to think is very bad. Whatever tho ",1
A.M. choice if you're mentally well: What clothes should I wear? A.M. choice if you're : What mask should I wear? ,0
Why must my mother marry this man  ,1
Nearly 1 in 2 men feel  over the  period,0
It's lke everyone around me is feeling all festive and there me like all  and with me  lkke sky high not feeling festive,1
I'll give in to happiness when it shows its self  ,0
"I'm , , Crying, and just feeling fucking Lousy today. I need a friend today to Perk me up. Hopefully. or least lend a ear.",1
??you will be ok??    pic.twitter.com/qNSQ2CDuZX,0
Bout to break out my secret Santa gift after taking this fatass L in fantasy...   pic.twitter.com/rXmMEsoOPJ,0
Goodnight everyone hope you had a good day!   and everything between,1
Today is probably one of the worst days of my life and idk what to do  ,1
I don't have any gifs to suit my mood for once  ,1
Maybe I am writting to much..    * going to bed* ..,0
"Ppl think it's just so easy to change your whole life, but it's not. Ugh, money ",1
"Using one of my favorite movies of all time to express my feelings is sometimes...more just validation than healing, I suppose.   pic.twitter.com/HzUFRLMgKC",1
My kids really spending Christmas without me lmao I'm liable to hop on a flight ,1
"Why the fuck am I hanging on this long, why don't I just kill myself? Oh yeah because I still have false hope.  ",1
"So, that new  movie was a real hoot ?????³  ",0
And as quickly as it entered my life it left. You will surely be missed. Goodbye for now bee filter! Until next time ,0
I just wanna stay up all night play FFXV and not go to work tomorrow.. ,0
"I try to be optimistic, but it just gets hard when all attempts to try are met with failure. ",0
 seriously increases the risk both of developing and also dying from heart disease,0
Wouldn't it be great if you looked forward to every tomorrow with the same anticipation you do New Year's?   ,0
"Happy New Year to you all! Remember the power to make it/you, a happy one, is in yourself  ",0
It appears that my bffs  &  decided to stop by today making it impossible to leave the house. ,0
"The first step to beating  or  is to take responsibility for yourself, stop blaming others or circumstances",0
It's only 40 minutes before the  arrives an the  months begin. Look after yourselves and others speak about your problems  pic.twitter.com/gDHivI7EAN,0
Is it true that what ever doesn't killl you makes you stronger?   I'm not so sure.    pic.twitter.com/RzFBCeaGn2,0
"I want 2 wish every Amazing person I've met & conversed on Twitter Health, love & happiness for 2017! Thank u guys?? ",0
Just wish people understood mental illness   ,0
"Starting 5 positive things exercise,again. It's just writing down 5 good things that happened. It helps with surviving bad days. ",0
"I would do one of the friends of 2016 lists, only problem is I need friends to make that  ",1
" is caused by low serotonin. Serotonin motivates, hence why depressed people have no motivation. Activity creates serotonin",0
Youve lost weight howd you do it?  Depression fueled apathy toward food and life in general.  I havent tried that yet! ??? ,1
Fighting with exboyfriend-  Me: I need space.  Him: Maybe if you didn't take so many meds... Me: hahahahahaha   ,1
"Current mood: Jealous of bears... or Snow White... or Rumplestiltsken. I just want to sleep for a few months, ok?  ",1
"Makeup on, comfy yet nice looking jeans and top on. Ok, we can do this.   ",1
My 10 days off work is almost over and Iâve spent probably about 70% of it in bed.  Thank you ,1
*waves white flag* I completely got up on the bottom side of the bed. I'm trying to do everything to feel better.  ,1
People with depression are 4x more likely to have a heart attack ,0
New year's eve is so sad to me because it's when my most beloved band split up.    ???,0
As a child I was scared of monsters beneath the bed. Now that I'm older I realize the monster Is me.   ,1
Everyone responds differently to  . Some patients take longer before noticing a difference in how they feel. .,0
Happy new year... 2017 Bye bye the year of ,0
"I'm okay.  , Thank you for staying when everyone else left.",1
"Honestly considering grabbing a cider, putting on Forest Gump and having a good ugly cry.  ",0
Pray for all communities and individuals facing mental health crises.  ,0
"Live in the present, live in the now!     pic.twitter.com/uBd53HFV3z",0
Have u been secretly battling /? Make 2017 the year you tell someone & seek help. You deserve 2 be happy! ,0
"âI couldnât be with people and I didnât want to be alone."" ",1
"On this day of resolutions and celebration, thinking kind thoughts for everyone fighting ",1
Determined to cut the string but have no scissors or knife and I'm  too weak to break it.    pic.twitter.com/bPkMtyrl3t,1
Yes I have  but I refuse to give up I'm going to keep fighting,1
"Live a normal life and have friends and go out and have fun, believe me. But my    etc all stop that. Not by choice???¢",1
It's been a strange year. I beat  at last. I started 2 believe that  it really is2017 I'm ready ???,0
A few hours till 2017... If you told me i would still be here 4 years ago i would have never believed you. ,1
Starting to feel really anxious and sad and empty. ,1
Fuck fuck fuck fuck    pic.twitter.com/1euSw97Anz,1
